N,Version,Threshold,Blocks,Threads,Average
10000000,2,4096,1,64,86.8823228
10000000,2,4096,1,128,52.0722176
10000000,2,4096,1,256,34.594387
10000000,2,4096,1,512,23.5744836
10000000,2,4096,1,1024,19.477671
10000000,2,4096,2,1,1043.984082
10000000,2,4096,2,2,712.3317506
10000000,2,4096,2,4,417.0102846
10000000,2,4096,2,8,244.1031312
10000000,2,4096,2,16,139.3029266
10000000,2,4096,2,32,80.2430006
10000000,2,4096,2,64,45.7356476
10000000,2,4096,2,128,27.6663102
10000000,2,4096,2,256,17.9311936
10000000,2,4096,2,512,12.6711808
10000000,2,4096,2,1024,11.1504896
10000000,2,4096,4,1,614.2623294
10000000,2,4096,4,2,361.055304
10000000,2,4096,4,4,212.051477
10000000,2,4096,4,8,124.5892548
10000000,2,4096,4,16,71.8298372
10000000,2,4096,4,32,42.8955134
10000000,2,4096,4,64,25.0694844
10000000,2,4096,4,128,16.4572542
10000000,2,4096,4,256,12.1561408
10000000,2,4096,4,512,9.2677696
10000000,2,4096,4,1024,8.2308672
10000000,2,4096,8,1,314.127472
10000000,2,4096,8,2,183.515802
10000000,2,4096,8,4,109.1337158
10000000,2,4096,8,8,65.513614
10000000,2,4096,8,16,38.74199
10000000,2,4096,8,32,23.8279228
10000000,2,4096,8,64,15.0152512
10000000,2,4096,8,128,10.6597568
10000000,2,4096,8,256,8.2927488
10000000,2,4096,8,512,7.0500544
10000000,2,4096,8,1024,8.1095808
10000000,2,4096,16,1,159.1902556
10000000,2,4096,16,2,94.7908936
10000000,2,4096,16,4,57.4530884
10000000,2,4096,16,8,35.6140488
10000000,2,4096,16,16,21.5635716
10000000,2,4096,16,32,14.2324864
10000000,2,4096,16,64,10.3971136
10000000,2,4096,16,128,8.133504
10000000,2,4096,16,256,6.7945408
10000000,2,4096,16,512,7.0968576
10000000,2,4096,16,1024,7.5642176
10000000,2,4096,32,1,83.3977676
10000000,2,4096,32,2,50.8756484
10000000,2,4096,32,4,32.156307
10000000,2,4096,32,8,20.3526082
10000000,2,4096,32,16,13.613344
10000000,2,4096,32,32,9.4232448
10000000,2,4096,32,64,7.5324736
10000000,2,4096,32,128,6.6208768
10000000,2,4096,32,256,6.6252928
10000000,2,4096,32,512,7.792512
10000000,2,4096,32,1024,8.4651328
10000000,2,4096,64,1,51.1020996
10000000,2,4096,64,2,31.4508544
10000000,2,4096,64,4,20.209798
10000000,2,4096,64,8,14.1703232
10000000,2,4096,64,16,9.8017216
10000000,2,4096,64,32,7.5744384
10000000,2,4096,64,64,6.7721344
10000000,2,4096,64,128,6.6625216
10000000,2,4096,64,256,6.7052608
10000000,2,4096,64,512,6.9102336
10000000,2,4096,64,1024,8.4976192
10000000,2,4096,128,1,51.0013696
10000000,2,4096,128,2,31.5603904
10000000,2,4096,128,4,20.8196418
10000000,2,4096,128,8,14.2330368
10000000,2,4096,128,16,9.9617984
10000000,2,4096,128,32,7.1699904
10000000,2,4096,128,64,6.9019584
10000000,2,4096,128,128,6.9712832
10000000,2,4096,128,256,7.117664
10000000,2,4096,128,512,7.491712
10000000,2,4096,128,1024,8.6568576
10000000,2,4096,256,1,50.818438
10000000,2,4096,256,2,31.6033922
10000000,2,4096,256,4,20.5792888
10000000,2,4096,256,8,14.217792
10000000,2,4096,256,16,9.9540992
10000000,2,4096,256,32,7.6274624
10000000,2,4096,256,64,6.4387584
10000000,2,4096,256,128,6.604
10000000,2,4096,256,256,6.7206784
10000000,2,4096,256,512,7.5720832
10000000,2,4096,256,1024,8.9088896
10000000,2,4096,512,1,50.4200654
10000000,2,4096,512,2,31.850611
10000000,2,4096,512,4,20.1291074
10000000,2,4096,512,8,13.9548864
10000000,2,4096,512,16,9.628704
10000000,2,4096,512,32,7.5196096
10000000,2,4096,512,64,6.9505984
10000000,2,4096,512,128,6.6591808
10000000,2,4096,512,256,7.1236864
10000000,2,4096,512,512,7.6516864
10000000,2,4096,512,1024,9.1765248
10000000,2,4096,1024,1,50.37191
10000000,2,4096,1024,2,31.70839
10000000,2,4096,1024,4,21.1730366
10000000,2,4096,1024,8,13.7468672
10000000,2,4096,1024,16,9.9356864
10000000,2,4096,1024,32,7.2570304
10000000,2,4096,1024,64,6.8705856
10000000,2,4096,1024,128,7.0606912
10000000,2,4096,1024,256,7.2776384
10000000,2,4096,1024,512,7.5874944
10000000,2,4096,1024,1024,8.773568
10000000,2,4096,2048,1,50.6048646
10000000,2,4096,2048,2,31.3471736
10000000,2,4096,2048,4,20.3675908
10000000,2,4096,2048,8,14.2321856
10000000,2,4096,2048,16,9.5037888
10000000,2,4096,2048,32,7.2854592
10000000,2,4096,2048,64,6.9155712
10000000,2,4096,2048,128,7.166208
10000000,2,4096,2048,256,7.3087168
10000000,2,4096,2048,512,7.7730624
10000000,2,4096,2048,1024,11.5599936
10000000,2,4096,4096,1,54.3417084
10000000,2,4096,4096,2,33.5774018
10000000,2,4096,4096,4,22.0191622
10000000,2,4096,4096,8,14.5006336
10000000,2,4096,4096,16,11.4374976
10000000,2,4096,4096,32,8.7221824
10000000,2,4096,4096,64,8.7742336
10000000,2,4096,4096,128,8.1504512
10000000,2,4096,4096,256,7.6152768
10000000,2,4096,4096,512,9.2017216
10000000,2,4096,4096,1024,15.4522752
10000000,2,4096,8192,1,0
10000000,2,4096,8192,2,0
10000000,2,4096,8192,4,0
10000000,2,4096,8192,8,0
10000000,2,4096,8192,16,0
10000000,2,4096,8192,32,0
10000000,2,4096,8192,64,0
10000000,2,4096,8192,128,0
10000000,2,4096,8192,256,0
10000000,2,4096,8192,512,0
10000000,2,4096,8192,1024,16.3505414
10000000,2,4096,16384,1,0
10000000,2,4096,16384,2,0
10000000,2,4096,16384,4,0
10000000,2,4096,16384,8,0
10000000,2,4096,16384,16,0
10000000,2,4096,16384,32,0
10000000,2,4096,16384,64,0
10000000,2,4096,16384,128,0
10000000,2,4096,16384,256,0
10000000,2,4096,16384,512,14.4128128
10000000,2,4096,16384,1024,32.4132224
10000000,2,4096,32768,1,0
10000000,2,4096,32768,2,0
10000000,2,4096,32768,4,0
10000000,2,4096,32768,8,0
10000000,2,4096,32768,16,0
10000000,2,4096,32768,32,0
10000000,2,4096,32768,64,0
10000000,2,4096,32768,128,0
10000000,2,4096,32768,256,13.0904704
10000000,2,4096,32768,512,28.2271488
10000000,2,4096,32768,1024,63.749978
10000000,2,8192,1,1,1896.060107
10000000,2,8192,1,2,1237.661157
10000000,2,8192,1,4,831.394226
10000000,2,8192,1,8,484.3725464
10000000,2,8192,1,16,273.4660034
10000000,2,8192,1,32,155.4454954
10000000,2,8192,1,64,86.7278976
10000000,2,8192,1,128,52.1670844
10000000,2,8192,1,256,34.4418878
10000000,2,8192,1,512,23.5525254
10000000,2,8192,1,1024,19.1810306
10000000,2,8192,2,1,1047.304688
10000000,2,8192,2,2,715.1722534
10000000,2,8192,2,4,417.428656
10000000,2,8192,2,8,244.5181154
10000000,2,8192,2,16,138.8729036
10000000,2,8192,2,32,80.2583252
10000000,2,8192,2,64,45.7329978
10000000,2,8192,2,128,27.6326206
10000000,2,8192,2,256,17.9386432
10000000,2,8192,2,512,12.8583616
10000000,2,8192,2,1024,11.3298368
10000000,2,8192,4,1,615.130432
10000000,2,8192,4,2,361.2254334
10000000,2,8192,4,4,211.3917878
10000000,2,8192,4,8,125.0482178
10000000,2,8192,4,16,72.0870328
10000000,2,8192,4,32,42.758816
10000000,2,8192,4,64,25.6607362
10000000,2,8192,4,128,16.3033926
10000000,2,8192,4,256,11.8829568
10000000,2,8192,4,512,9.0503232
10000000,2,8192,4,1024,8.0942016
10000000,2,8192,8,1,315.2233032
10000000,2,8192,8,2,183.896588
10000000,2,8192,8,4,109.3589188
10000000,2,8192,8,8,65.0796538
10000000,2,8192,8,16,38.880768
10000000,2,8192,8,32,23.6306876
10000000,2,8192,8,64,15.6848002
10000000,2,8192,8,128,10.7439744
10000000,2,8192,8,256,8.2758528
10000000,2,8192,8,512,7.5143808
10000000,2,8192,8,1024,7.5864576
10000000,2,8192,16,1,159.8028136
10000000,2,8192,16,2,95.498439
10000000,2,8192,16,4,57.3529472
10000000,2,8192,16,8,35.2604996
10000000,2,8192,16,16,21.9418244
10000000,2,8192,16,32,14.3250496
10000000,2,8192,16,64,10.0507712
10000000,2,8192,16,128,7.6047744
10000000,2,8192,16,256,6.9894848
10000000,2,8192,16,512,7.4208768
10000000,2,8192,16,1024,7.9020224
10000000,2,8192,32,1,84.3387176
10000000,2,8192,32,2,51.7332618
10000000,2,8192,32,4,31.921875
10000000,2,8192,32,8,20.084557
10000000,2,8192,32,16,13.4233856
10000000,2,8192,32,32,9.2783104
10000000,2,8192,32,64,7.4922496
10000000,2,8192,32,128,6.306464
10000000,2,8192,32,256,6.5951296
10000000,2,8192,32,512,6.9421184
10000000,2,8192,32,1024,7.684096
10000000,2,8192,64,1,50.630284
10000000,2,8192,64,2,31.7363136
10000000,2,8192,64,4,20.4863424
10000000,2,8192,64,8,13.8111936
10000000,2,8192,64,16,9.9119104
10000000,2,8192,64,32,7.3544512
10000000,2,8192,64,64,6.3601472
10000000,2,8192,64,128,6.688128
10000000,2,8192,64,256,6.7048128
10000000,2,8192,64,512,7.2339392
10000000,2,8192,64,1024,8.309856
10000000,2,8192,128,1,50.5546622
10000000,2,8192,128,2,31.5944002
10000000,2,8192,128,4,20.437606
10000000,2,8192,128,8,14.0399552
10000000,2,8192,128,16,10.2343424
10000000,2,8192,128,32,7.1891968
10000000,2,8192,128,64,6.722016
10000000,2,8192,128,128,6.6763584
10000000,2,8192,128,256,6.7414592
10000000,2,8192,128,512,6.9618624
10000000,2,8192,128,1024,8.1105536
10000000,2,8192,256,1,50.0602042
10000000,2,8192,256,2,31.5344448
10000000,2,8192,256,4,20.5436602
10000000,2,8192,256,8,13.9004096
10000000,2,8192,256,16,9.4656576
10000000,2,8192,256,32,7.262688
10000000,2,8192,256,64,6.791296
10000000,2,8192,256,128,7.0148608
10000000,2,8192,256,256,7.189184
10000000,2,8192,256,512,7.4843584
10000000,2,8192,256,1024,8.392256
10000000,2,8192,512,1,49.6767874
10000000,2,8192,512,2,31.577715
10000000,2,8192,512,4,20.7175932
10000000,2,8192,512,8,13.6885312
10000000,2,8192,512,16,9.4486272
10000000,2,8192,512,32,7.50032
10000000,2,8192,512,64,6.9063232
10000000,2,8192,512,128,6.518272
10000000,2,8192,512,256,7.19344
10000000,2,8192,512,512,7.3782464
10000000,2,8192,512,1024,8.85296
10000000,2,8192,1024,1,51.2413818
10000000,2,8192,1024,2,31.231936
10000000,2,8192,1024,4,20.0809338
10000000,2,8192,1024,8,14.247744
10000000,2,8192,1024,16,9.8835712
10000000,2,8192,1024,32,7.4204992
10000000,2,8192,1024,64,6.4517696
10000000,2,8192,1024,128,6.5993344
10000000,2,8192,1024,256,6.9101952
10000000,2,8192,1024,512,7.417984
10000000,2,8192,1024,1024,8.7051392
10000000,2,8192,2048,1,50.5925628
10000000,2,8192,2048,2,30.971072
10000000,2,8192,2048,4,20.147853
10000000,2,8192,2048,8,13.7082048
10000000,2,8192,2048,16,9.5604288
10000000,2,8192,2048,32,7.26064
10000000,2,8192,2048,64,6.5667072
10000000,2,8192,2048,128,6.7339136
10000000,2,8192,2048,256,7.1636864
10000000,2,8192,2048,512,7.5073216
10000000,2,8192,2048,1024,10.6547072
10000000,2,8192,4096,1,50.1911994
10000000,2,8192,4096,2,31.5897796
10000000,2,8192,4096,4,20.3420988
10000000,2,8192,4096,8,13.786944
10000000,2,8192,4096,16,9.6686848
10000000,2,8192,4096,32,7.4537536
10000000,2,8192,4096,64,6.7426112
10000000,2,8192,4096,128,6.8035392
10000000,2,8192,4096,256,7.2970048
10000000,2,8192,4096,512,9.2383104
10000000,2,8192,4096,1024,14.8752128
10000000,2,8192,8192,1,50.9063874
10000000,2,8192,8192,2,31.258752
10000000,2,8192,8192,4,20.7548222
10000000,2,8192,8192,8,13.8183552
10000000,2,8192,8192,16,9.8231424
10000000,2,8192,8192,32,7.7328768
10000000,2,8192,8192,64,6.8974016
10000000,2,8192,8192,128,6.9644864
10000000,2,8192,8192,256,8.7557248
10000000,2,8192,8192,512,12.6022976
10000000,2,8192,8192,1024,16.3934142
10000000,2,8192,16384,1,0
10000000,2,8192,16384,2,0
10000000,2,8192,16384,4,0
10000000,2,8192,16384,8,0
10000000,2,8192,16384,16,0
10000000,2,8192,16384,32,0
10000000,2,8192,16384,64,0
10000000,2,8192,16384,128,0
10000000,2,8192,16384,256,0
10000000,2,8192,16384,512,13.80448
10000000,2,8192,16384,1024,32.714688
10000000,2,8192,32768,1,0
10000000,2,8192,32768,2,0
10000000,2,8192,32768,4,0
10000000,2,8192,32768,8,0
10000000,2,8192,32768,16,0
10000000,2,8192,32768,32,0
10000000,2,8192,32768,64,0
10000000,2,8192,32768,128,0
10000000,2,8192,32768,256,13.215328
10000000,2,8192,32768,512,27.2655296
10000000,2,8192,32768,1024,64.6834748
10000000,2,10000,1,1,1895.692432
10000000,2,10000,1,2,1237.359692
10000000,2,10000,1,4,831.0555174
10000000,2,10000,1,8,484.8022216
10000000,2,10000,1,16,273.669287
10000000,2,10000,1,32,155.7872378
10000000,2,10000,1,64,86.8358536
10000000,2,10000,1,128,51.7342018
10000000,2,10000,1,256,34.0885368
10000000,2,10000,1,512,23.2484998
10000000,2,10000,1,1024,18.8038018
10000000,2,10000,2,1,1047.359937
10000000,2,10000,2,2,714.4236206
10000000,2,10000,2,4,417.11452
10000000,2,10000,2,8,244.2585266
10000000,2,10000,2,16,138.7132964
10000000,2,10000,2,32,80.3214142
10000000,2,10000,2,64,45.95616
10000000,2,10000,2,128,27.948941
10000000,2,10000,2,256,17.8514944
10000000,2,10000,2,512,12.8127296
10000000,2,10000,2,1024,11.3321408
10000000,2,10000,4,1,614.5555908
10000000,2,10000,4,2,361.4593322
10000000,2,10000,4,4,212.1172578
10000000,2,10000,4,8,124.9360688
10000000,2,10000,4,16,72.1590592
10000000,2,10000,4,32,42.6958726
10000000,2,10000,4,64,25.2289666
10000000,2,10000,4,128,15.991245
10000000,2,10000,4,256,12.0941312
10000000,2,10000,4,512,9.3340928
10000000,2,10000,4,1024,8.3291136
10000000,2,10000,8,1,314.6109254
10000000,2,10000,8,2,184.291226
10000000,2,10000,8,4,109.3682038
10000000,2,10000,8,8,65.6986572
10000000,2,10000,8,16,38.5121286
10000000,2,10000,8,32,23.3355518
10000000,2,10000,8,64,14.7270336
10000000,2,10000,8,128,10.2128896
10000000,2,10000,8,256,8.1651136
10000000,2,10000,8,512,7.2614272
10000000,2,10000,8,1024,7.8390464
10000000,2,10000,16,1,159.581247
10000000,2,10000,16,2,95.5086778
10000000,2,10000,16,4,57.7033664
10000000,2,10000,16,8,35.3393472
10000000,2,10000,16,16,21.7038402
10000000,2,10000,16,32,14.3569664
10000000,2,10000,16,64,10.1706688
10000000,2,10000,16,128,7.9149312
10000000,2,10000,16,256,6.8567936
10000000,2,10000,16,512,7.2125312
10000000,2,10000,16,1024,8.0661312
10000000,2,10000,32,1,84.3922104
10000000,2,10000,32,2,51.1411514
10000000,2,10000,32,4,31.5114368
10000000,2,10000,32,8,19.8199808
10000000,2,10000,32,16,13.167616
10000000,2,10000,32,32,9.2221248
10000000,2,10000,32,64,7.2661248
10000000,2,10000,32,128,6.7600896
10000000,2,10000,32,256,7.1154496
10000000,2,10000,32,512,7.311168
10000000,2,10000,32,1024,8.46896
10000000,2,10000,64,1,50.79367
10000000,2,10000,64,2,31.647443
10000000,2,10000,64,4,20.5549632
10000000,2,10000,64,8,13.923584
10000000,2,10000,64,16,9.9626432
10000000,2,10000,64,32,7.6704064
10000000,2,10000,64,64,6.9426944
10000000,2,10000,64,128,7.217376
10000000,2,10000,64,256,7.2510144
10000000,2,10000,64,512,7.4458816
10000000,2,10000,64,1024,8.9342784
10000000,2,10000,128,1,50.8216134
10000000,2,10000,128,2,31.72912
10000000,2,10000,128,4,20.7553666
10000000,2,10000,128,8,14.0491456
10000000,2,10000,128,16,9.9430528
10000000,2,10000,128,32,7.5970624
10000000,2,10000,128,64,6.9785152
10000000,2,10000,128,128,7.0370688
10000000,2,10000,128,256,7.162976
10000000,2,10000,128,512,7.4778432
10000000,2,10000,128,1024,8.2037632
10000000,2,10000,256,1,50.3357888
10000000,2,10000,256,2,31.7908476
10000000,2,10000,256,4,20.5934208
10000000,2,10000,256,8,14.2627392
10000000,2,10000,256,16,9.9804352
10000000,2,10000,256,32,7.7336064
10000000,2,10000,256,64,6.982048
10000000,2,10000,256,128,6.9547072
10000000,2,10000,256,256,7.192416
10000000,2,10000,256,512,7.6124032
10000000,2,10000,256,1024,8.3969088
10000000,2,10000,512,1,50.3666368
10000000,2,10000,512,2,30.9996604
10000000,2,10000,512,4,20.3793976
10000000,2,10000,512,8,14.248704
10000000,2,10000,512,16,10.0156544
10000000,2,10000,512,32,7.8323776
10000000,2,10000,512,64,7.372384
10000000,2,10000,512,128,6.9706176
10000000,2,10000,512,256,7.1642304
10000000,2,10000,512,512,7.4544832
10000000,2,10000,512,1024,8.6726976
10000000,2,10000,1024,1,49.9252166
10000000,2,10000,1024,2,31.6789116
10000000,2,10000,1024,4,20.6757956
10000000,2,10000,1024,8,14.0611072
10000000,2,10000,1024,16,10.3140224
10000000,2,10000,1024,32,7.746176
10000000,2,10000,1024,64,6.7740928
10000000,2,10000,1024,128,6.987968
10000000,2,10000,1024,256,7.4957568
10000000,2,10000,1024,512,7.7775488
10000000,2,10000,1024,1024,8.8664704
10000000,2,10000,2048,1,51.1687738
10000000,2,10000,2048,2,31.7417474
10000000,2,10000,2048,4,20.4063548
10000000,2,10000,2048,8,13.85664
10000000,2,10000,2048,16,9.5307904
10000000,2,10000,2048,32,7.6070464
10000000,2,10000,2048,64,6.9048704
10000000,2,10000,2048,128,6.7270336
10000000,2,10000,2048,256,7.2546304
10000000,2,10000,2048,512,8.0380352
10000000,2,10000,2048,1024,11.3082624
10000000,2,10000,4096,1,51.2350142
10000000,2,10000,4096,2,31.841261
10000000,2,10000,4096,4,20.9108162
10000000,2,10000,4096,8,14.322464
10000000,2,10000,4096,16,9.77232
10000000,2,10000,4096,32,7.3988352
10000000,2,10000,4096,64,7.0355904
10000000,2,10000,4096,128,7.0758848
10000000,2,10000,4096,256,7.2550848
10000000,2,10000,4096,512,9.1759168
10000000,2,10000,4096,1024,15.3067198
10000000,2,10000,8192,1,51.8171966
10000000,2,10000,8192,2,31.712563
10000000,2,10000,8192,4,20.9419132
10000000,2,10000,8192,8,14.2832064
10000000,2,10000,8192,16,9.8164224
10000000,2,10000,8192,32,7.8191424
10000000,2,10000,8192,64,7.482144
10000000,2,10000,8192,128,7.18032
10000000,2,10000,8192,256,8.9216192
10000000,2,10000,8192,512,13.2985664
10000000,2,10000,8192,1024,17.034061
10000000,2,10000,16384,1,0
10000000,2,10000,16384,2,0
10000000,2,10000,16384,4,0
10000000,2,10000,16384,8,0
10000000,2,10000,16384,16,0
10000000,2,10000,16384,32,0
10000000,2,10000,16384,64,0
10000000,2,10000,16384,128,0
10000000,2,10000,16384,256,0
10000000,2,10000,16384,512,14.6013952
10000000,2,10000,16384,1024,33.2935616
10000000,2,10000,32768,1,0
10000000,2,10000,32768,2,0
10000000,2,10000,32768,4,0
10000000,2,10000,32768,8,0
10000000,2,10000,32768,16,0
10000000,2,10000,32768,32,0
10000000,2,10000,32768,64,0
10000000,2,10000,32768,128,0
10000000,2,10000,32768,256,13.8261952
10000000,2,10000,32768,512,27.9785218
10000000,2,10000,32768,1024,64.0125374
100000000,1,1,1,1,0
100000000,1,1,1,2,0
100000000,1,1,1,4,0
100000000,1,1,1,8,4705.189551
100000000,1,1,1,16,2695.16377
100000000,1,1,1,32,1545.265527
100000000,1,1,1,64,860.8394654
100000000,1,1,1,128,503.0071044
100000000,1,1,1,256,307.2975646
100000000,1,1,1,512,201.827649
100000000,1,1,1,1024,170.9185394
100000000,1,1,2,1,5982.667969
100000000,1,1,2,2,6937.416016
100000000,1,1,2,4,4066.500195
100000000,1,1,2,8,2372.296729
100000000,1,1,2,16,1368.346289
100000000,1,1,2,32,792.8079834
100000000,1,1,2,64,450.9119324
100000000,1,1,2,128,271.9911194
100000000,1,1,2,256,175.8115022
100000000,1,1,2,512,120.991034
100000000,1,1,2,1024,106.1017212
100000000,1,1,4,1,6083.49375
100000000,1,1,4,2,3496.570703
100000000,1,1,4,4,2061.208496
100000000,1,1,4,8,1211.928662
100000000,1,1,4,16,708.116504
100000000,1,1,4,32,415.841498
100000000,1,1,4,64,247.5438172
100000000,1,1,4,128,157.537503
100000000,1,1,4,256,107.8522688
100000000,1,1,4,512,84.8983276
100000000,1,1,4,1024,74.9976364
100000000,1,1,8,1,3058.473828
100000000,1,1,8,2,1784.501733
100000000,1,1,8,4,1064.64458
100000000,1,1,8,8,631.791443
100000000,1,1,8,16,376.540967
100000000,1,1,8,32,228.9785096
100000000,1,1,8,64,143.608542
100000000,1,1,8,128,99.129889
100000000,1,1,8,256,75.0010422
100000000,1,1,8,512,68.2712126
100000000,1,1,8,1024,67.465236
100000000,1,1,16,1,1571.697168
100000000,1,1,16,2,919.9202638
100000000,1,1,16,4,556.622925
100000000,1,1,16,8,337.9347534
100000000,1,1,16,16,209.1229278
100000000,1,1,16,32,133.64086
100000000,1,1,16,64,94.1409212
100000000,1,1,16,128,70.1121656
100000000,1,1,16,256,64.4258752
100000000,1,1,16,512,64.7171906
100000000,1,1,16,1024,66.9067322
100000000,1,1,32,1,832.3634888
100000000,1,1,32,2,490.4154172
100000000,1,1,32,4,306.6334596
100000000,1,1,32,8,194.4929628
100000000,1,1,32,16,127.2510972
100000000,1,1,32,32,88.7163194
100000000,1,1,32,64,68.9486086
100000000,1,1,32,128,60.6362434
100000000,1,1,32,256,60.2300224
100000000,1,1,32,512,65.4254212
100000000,1,1,32,1024,68.8369036
100000000,1,1,64,1,457.811725
100000000,1,1,64,2,280.5208742
100000000,1,1,64,4,179.8047578
100000000,1,1,64,8,120.682443
100000000,1,1,64,16,87.9721238
100000000,1,1,64,32,66.787796
100000000,1,1,64,64,56.7020026
100000000,1,1,64,128,57.651175
100000000,1,1,64,256,60.0220986
100000000,1,1,64,512,61.5888442
100000000,1,1,64,1024,63.9349374
100000000,1,1,128,1,456.9997252
100000000,1,1,128,2,282.1228392
100000000,1,1,128,4,180.8988738
100000000,1,1,128,8,121.8693528
100000000,1,1,128,16,87.1437102
100000000,1,1,128,32,67.4835206
100000000,1,1,128,64,60.1783104
100000000,1,1,128,128,61.571187
100000000,1,1,128,256,62.9003838
100000000,1,1,128,512,65.566803
100000000,1,1,128,1024,69.5365844
100000000,1,1,256,1,458.1850404
100000000,1,1,256,2,281.165924
100000000,1,1,256,4,182.812079
100000000,1,1,256,8,123.0395964
100000000,1,1,256,16,86.3561598
100000000,1,1,256,32,65.1922686
100000000,1,1,256,64,58.9530502
100000000,1,1,256,128,58.7091452
100000000,1,1,256,256,59.8415358
100000000,1,1,256,512,63.9506624
100000000,1,1,256,1024,67.7229128
100000000,1,1,512,1,458.4137818
100000000,1,1,512,2,283.418097
100000000,1,1,512,4,181.3908572
100000000,1,1,512,8,121.9308166
100000000,1,1,512,16,87.9795398
100000000,1,1,512,32,64.7477822
100000000,1,1,512,64,57.648268
100000000,1,1,512,128,58.0109178
100000000,1,1,512,256,63.5285576
100000000,1,1,512,512,61.1935494
100000000,1,1,512,1024,64.6220854
100000000,1,1,1024,1,457.6719422
100000000,1,1,1024,2,284.6163086
100000000,1,1,1024,4,181.6828826
100000000,1,1,1024,8,121.2893308
100000000,1,1,1024,16,88.1870226
100000000,1,1,1024,32,67.4115142
100000000,1,1,1024,64,61.175212
100000000,1,1,1024,128,62.6796036
100000000,1,1,1024,256,62.7386556
100000000,1,1,1024,512,64.4284796
100000000,1,1,1024,1024,70.2821564
100000000,1,1,2048,1,458.5839294
100000000,1,1,2048,2,284.6736694
100000000,1,1,2048,4,182.371881
100000000,1,1,2048,8,120.9076798
100000000,1,1,2048,16,86.4310336
100000000,1,1,2048,32,65.0288054
100000000,1,1,2048,64,58.2509896
100000000,1,1,2048,128,58.9105854
100000000,1,1,2048,256,62.6423354
100000000,1,1,2048,512,66.0094086
100000000,1,1,2048,1024,68.2809676
100000000,1,1,4096,1,462.5883546
100000000,1,1,4096,2,284.1590454
100000000,1,1,4096,4,182.7112794
100000000,1,1,4096,8,122.6501236
100000000,1,1,4096,16,88.9842302
100000000,1,1,4096,32,64.7885114
100000000,1,1,4096,64,58.3721848
100000000,1,1,4096,128,58.325798
100000000,1,1,4096,256,60.1549882
100000000,1,1,4096,512,63.5836878
100000000,1,1,4096,1024,66.5334732
100000000,1,1,8192,1,455.0513856
100000000,1,1,8192,2,283.3497618
100000000,1,1,8192,4,181.8374878
100000000,1,1,8192,8,121.3154998
100000000,1,1,8192,16,87.7035002
100000000,1,1,8192,32,70.7267456
100000000,1,1,8192,64,60.6497484
100000000,1,1,8192,128,60.1373696
100000000,1,1,8192,256,63.9843076
100000000,1,1,8192,512,64.41696
100000000,1,1,8192,1024,67.8615174
100000000,1,1,16384,1,460.419055
100000000,1,1,16384,2,283.6351866
100000000,1,1,16384,4,182.6366332
100000000,1,1,16384,8,123.5010634
100000000,1,1,16384,16,87.7993332
100000000,1,1,16384,32,65.480217
100000000,1,1,16384,64,59.2462402
100000000,1,1,16384,128,58.5949372
100000000,1,1,16384,256,62.7365762
100000000,1,1,16384,512,64.4576384
100000000,1,1,16384,1024,70.6915406
100000000,1,1,32768,1,459.8416686
100000000,1,1,32768,2,286.6891784
100000000,1,1,32768,4,182.9430206
100000000,1,1,32768,8,123.7477388
100000000,1,1,32768,16,88.4921724
100000000,1,1,32768,32,65.4169862
100000000,1,1,32768,64,57.2306238
100000000,1,1,32768,128,58.0410112
100000000,1,1,32768,256,59.462316
100000000,1,1,32768,512,62.0075776
100000000,1,1,32768,1024,87.7418226
100000000,1,4,1,1,0
100000000,1,4,1,2,0
100000000,1,4,1,4,8096.855176
100000000,1,4,1,8,4705.772266
100000000,1,4,1,16,2697.479004
100000000,1,4,1,32,1544.616675
100000000,1,4,1,64,862.1328002
100000000,1,4,1,128,504.7211794
100000000,1,4,1,256,307.844159
100000000,1,4,1,512,202.1899504
100000000,1,4,1,1024,168.7406738
100000000,1,4,2,1,3988.845117
100000000,1,4,2,2,6940.005567
100000000,1,4,2,4,4069.575
100000000,1,4,2,8,2374.306104
100000000,1,4,2,16,1368.07959
100000000,1,4,2,32,792.6474486
100000000,1,4,2,64,452.2078492
100000000,1,4,2,128,273.1844602
100000000,1,4,2,256,174.7788114
100000000,1,4,2,512,121.6273742
100000000,1,4,2,1024,106.7079636
100000000,1,4,4,1,6081.860059
100000000,1,4,4,2,3495.739404
100000000,1,4,4,4,2061.436767
100000000,1,4,4,8,1211.436426
100000000,1,4,4,16,707.4686034
100000000,1,4,4,32,415.6630188
100000000,1,4,4,64,248.4686096
100000000,1,4,4,128,157.086548
100000000,1,4,4,256,108.030867
100000000,1,4,4,512,82.3053678
100000000,1,4,4,1024,78.6214462
100000000,1,4,8,1,3057.309961
100000000,1,4,8,2,1784.75664
100000000,1,4,8,4,1063.009522
100000000,1,4,8,8,632.560669
100000000,1,4,8,16,377.0149964
100000000,1,4,8,32,229.943747
100000000,1,4,8,64,145.1765076
100000000,1,4,8,128,106.651257
100000000,1,4,8,256,77.8020676
100000000,1,4,8,512,69.7603898
100000000,1,4,8,1024,69.5496964
100000000,1,4,16,1,1570.967236
100000000,1,4,16,2,919.0249632
100000000,1,4,16,4,556.9256348
100000000,1,4,16,8,338.6407104
100000000,1,4,16,16,208.2418794
100000000,1,4,16,32,135.2379762
100000000,1,4,16,64,93.4858096
100000000,1,4,16,128,74.7174452
